major,gpa,skills,internships,projects,leadership,career
Mathematics,2.97,"Data Analysis,Project Management,Leadership,Communication",4,9,2,Product Manager
Business,2.82,"Communication,Java,Python,Design,Project Management",0,9,3,Software Engineer
Mathematics,3.86,"Statistics,Python",0,9,0,ML Engineer
Business,3.59,"Python,Project Management",0,8,0,Software Engineer
Psychology,3.25,"Design,Java,Project Management",1,9,0,Software Engineer
Engineering,2.9,"Data Analysis,Java",2,6,1,Software Engineer
Computer Science,2.12,"Design,Leadership,Communication,Python,Project Management",0,8,2,Software Engineer
Mathematics,3.73,"Project Management,Python,Design",4,4,2,Software Engineer
Computer Science,3.82,"Communication,Project Management,Statistics,Data Analysis,Design",1,8,1,ML Engineer
Psychology,2.97,"Java,Statistics,Communication",4,8,0,Software Engineer
Mathematics,3.04,"Design,Java,Communication",4,9,0,Software Engineer
Computer Science,3.5,"Design,Project Management",1,8,0,UX Researcher
Computer Science,3.03,"Communication,Statistics,Java,Data Analysis,Python",0,9,1,ML Engineer
Biology,2.98,"Python,Statistics,Data Analysis,Design,Communication",0,8,2,Data Scientist
Psychology,3.4,"Communication,Statistics,Design,Project Management,Data Analysis",3,3,1,UX Researcher
Engineering,2.07,"Java,Data Analysis,Communication,Design,Statistics",0,6,2,Software Engineer
Business,2.87,"Communication,Python,Project Management",0,2,1,Software Engineer
Psychology,3.13,"Statistics,Python",0,4,0,ML Engineer
Biology,2.54,"Design,Leadership,Statistics,Java,Data Analysis",4,4,1,Software Engineer
Psychology,2.52,"Statistics,Project Management,Leadership",4,8,0,Data Scientist
Computer Science,3.82,"Communication,Leadership",1,0,0,Product Manager
Engineering,2.37,"Communication,Java,Leadership,Statistics",0,8,1,ML Engineer
Business,3.74,"Java,Statistics,Design,Python,Project Management",2,3,3,Software Engineer
Engineering,3.94,"Project Management,Communication,Python,Data Analysis",3,0,1,Data Scientist
Biology,2.98,"Project Management,Java,Communication,Leadership",1,2,0,Software Engineer
Biology,2.57,"Communication,Java",4,2,0,Software Engineer
Psychology,3.93,"Data Analysis,Project Management,Communication,Design",3,1,2,UX Researcher
Mathematics,3.67,"Python,Project Management,Java,Design",0,7,0,Software Engineer
Mathematics,2.1,"Python,Leadership,Communication",1,8,1,Software Engineer
Computer Science,2.4,"Leadership,Data Analysis,Design",0,0,0,Consultant
Computer Science,3.39,"Python,Leadership,Design,Project Management,Communication",1,5,2,Software Engineer
Psychology,3.4,"Java,Leadership,Data Analysis,Design",2,3,1,Software Engineer
Business,3.54,"Statistics,Communication,Project Management,Python",1,8,2,Software Engineer
Computer Science,2.97,"Project Management,Java,Communication",4,5,3,Software Engineer
Business,3.99,"Leadership,Python,Java",4,1,3,Software Engineer
Mathematics,3.74,"Project Management,Python",0,4,2,UX Researcher
Computer Science,2.37,"Leadership,Data Analysis,Communication,Python",2,7,1,ML Engineer
Psychology,3.54,"Design,Statistics,Project Management",2,0,1,UX Researcher
Mathematics,3.12,"Leadership,Python,Communication,Project Management,Statistics",3,7,3,Software Engineer
Mathematics,2.85,"Java,Communication,Leadership",0,8,3,Software Engineer
Psychology,2.78,"Data Analysis,Communication,Leadership,Design",2,9,2,Product Manager
Mathematics,3.09,"Statistics,Data Analysis,Python,Java,Communication",0,4,1,ML Engineer
Psychology,3.23,"Java,Python,Statistics,Design,Communication",4,4,3,Software Engineer
Business,3.89,"Communication,Design,Python,Java",0,7,1,Software Engineer
Engineering,2.46,"Project Management,Design,Data Analysis",0,9,3,UX Researcher
Business,2.45,"Statistics,Data Analysis,Design,Project Management,Python",0,3,0,Data Scientist
Psychology,2.52,"Communication,Design,Python,Project Management,Leadership",2,0,1,Software Engineer
Psychology,3.38,"Java,Project Management,Statistics,Communication,Data Analysis",4,8,0,Software Engineer
Engineering,2.35,"Project Management,Design,Java,Leadership,Data Analysis",2,6,0,UX Researcher
Computer Science,3.39,"Java,Communication,Design,Statistics",4,9,0,Software Engineer
Biology,3.91,"Python,Java,Statistics",0,4,1,Software Engineer
Mathematics,2.49,"Python,Statistics,Design,Project Management",1,7,1,Software Engineer
Engineering,2.01,"Communication,Statistics,Project Management,Java,Leadership",3,4,0,Software Engineer
Computer Science,3.56,"Java,Communication,Project Management,Statistics,Design",1,7,3,Software Engineer
Biology,3.37,"Design,Communication,Statistics",4,6,1,Software Engineer
Biology,2.15,"Project Management,Design,Java,Communication,Statistics",3,6,3,Software Engineer
Biology,3.0,"Leadership,Communication,Java,Statistics",3,5,0,Software Engineer
Mathematics,3.16,"Data Analysis,Project Management,Python,Statistics,Design",0,6,3,ML Engineer
Engineering,2.93,"Design,Project Management,Data Analysis,Python",1,7,0,ML Engineer
Business,2.95,"Data Analysis,Project Management",2,6,3,UX Researcher
Psychology,3.97,"Project Management,Design,Data Analysis,Statistics",2,1,0,UX Researcher
Business,3.36,"Leadership,Communication,Statistics,Python,Project Management",2,7,3,Consultant
Mathematics,3.0,"Leadership,Project Management,Statistics,Python,Design",1,3,1,Software Engineer
Biology,2.85,"Data Analysis,Java,Statistics,Leadership,Python",2,1,0,Consultant
Engineering,2.9,"Python,Leadership,Java,Statistics,Design",0,8,2,Software Engineer
Computer Science,3.01,"Java,Python",2,7,0,Software Engineer
Mathematics,2.89,"Project Management,Communication",1,4,0,Software Engineer
Computer Science,3.98,"Communication,Java",0,5,0,Software Engineer
Computer Science,2.38,"Statistics,Java,Design",1,4,2,Product Manager
Biology,2.39,"Python,Data Analysis",1,4,0,ML Engineer
Mathematics,3.12,"Design,Python,Communication,Project Management",3,9,2,Software Engineer
Engineering,3.15,"Statistics,Communication,Design",3,1,0,UX Researcher
Computer Science,3.39,"Data Analysis,Project Management,Communication,Leadership,Java",3,2,0,Consultant
Biology,3.23,"Python,Data Analysis,Design,Communication",4,9,3,Data Scientist
Engineering,3.37,"Project Management,Communication,Python,Data Analysis,Leadership",1,0,0,ML Engineer
Computer Science,3.18,"Data Analysis,Design,Python,Java,Project Management",4,1,3,ML Engineer
Mathematics,2.7,"Python,Data Analysis",3,6,2,Data Scientist
Psychology,3.02,"Statistics,Data Analysis",1,5,3,Product Manager
Business,3.16,"Data Analysis,Design,Python,Project Management",1,8,3,ML Engineer
Mathematics,2.68,"Communication,Java,Data Analysis",3,7,1,Consultant
Engineering,2.61,"Communication,Leadership",1,5,0,Product Manager
Biology,2.46,"Design,Leadership",3,5,0,ML Engineer
Computer Science,2.55,"Design,Leadership,Data Analysis,Python",4,2,1,Data Scientist
Biology,2.82,"Communication,Data Analysis,Design",4,9,3,UX Researcher
Mathematics,2.43,"Statistics,Project Management,Data Analysis",1,5,3,Data Scientist
Engineering,3.47,"Statistics,Data Analysis,Python,Java,Design",2,8,1,Data Scientist
Computer Science,2.32,"Java,Leadership,Project Management",2,5,2,Software Engineer
Engineering,2.73,"Java,Leadership,Data Analysis",4,3,1,Software Engineer
Computer Science,3.54,"Data Analysis,Java,Leadership,Project Management",3,4,2,Software Engineer
Engineering,2.01,"Leadership,Project Management",4,4,2,Product Manager
Biology,3.49,"Communication,Python,Leadership",3,3,2,Software Engineer
Business,3.26,"Python,Java,Communication",3,5,0,Software Engineer
Engineering,3.0,"Java,Statistics,Data Analysis",4,4,3,Software Engineer
Computer Science,2.44,"Data Analysis,Python,Statistics",4,8,2,Data Scientist
Engineering,2.87,"Statistics,Python,Communication",0,6,2,Software Engineer
Engineering,2.19,"Java,Data Analysis",2,6,2,UX Researcher
Computer Science,3.3,"Statistics,Python",0,1,2,Software Engineer
Engineering,2.18,"Java,Python,Design,Data Analysis,Project Management",0,4,3,ML Engineer
Psychology,3.68,"Communication,Python,Project Management,Statistics,Design",3,3,3,ML Engineer
Mathematics,2.44,"Communication,Statistics,Python,Data Analysis",4,8,3,Product Manager
Psychology,3.53,"Project Management,Data Analysis,Statistics,Communication,Leadership",4,2,1,Product Manager
Psychology,3.05,"Project Management,Leadership",1,7,2,ML Engineer
Mathematics,3.99,"Design,Project Management,Python,Communication",4,5,0,Software Engineer
Computer Science,3.33,"Leadership,Statistics,Communication,Project Management",2,7,1,Product Manager
Computer Science,3.85,"Data Analysis,Communication,Leadership",1,0,2,Product Manager
Engineering,2.58,"Communication,Project Management,Leadership,Design",4,2,2,Product Manager
Engineering,2.02,"Communication,Data Analysis,Project Management,Statistics,Leadership",4,2,0,Product Manager
Business,2.38,"Data Analysis,Design,Statistics,Communication",0,1,1,UX Researcher
Engineering,2.74,"Statistics,Python,Data Analysis,Design",0,7,3,ML Engineer
Psychology,2.04,"Project Management,Leadership,Statistics,Java,Python",1,4,0,ML Engineer
Computer Science,3.81,"Project Management,Communication,Data Analysis,Python,Design",4,3,1,ML Engineer
Psychology,2.95,"Leadership,Python,Java,Communication",3,2,3,Software Engineer
Biology,3.6,"Statistics,Leadership",0,0,2,Consultant
Engineering,2.34,"Project Management,Leadership,Python,Data Analysis",1,6,3,Data Scientist
Engineering,3.84,"Python,Project Management,Leadership,Communication",2,1,3,Software Engineer
Psychology,3.34,"Statistics,Leadership,Project Management",0,2,0,Data Scientist
Biology,2.2,"Design,Statistics",3,8,3,UX Researcher
Business,2.29,"Statistics,Java,Design,Data Analysis",2,7,3,Software Engineer
Psychology,3.38,"Statistics,Project Management",1,5,1,Data Scientist
Engineering,2.88,"Java,Leadership,Design,Data Analysis,Python",0,5,2,ML Engineer
Mathematics,2.88,"Python,Java",0,8,3,Software Engineer
Engineering,3.69,"Java,Design,Python,Data Analysis",4,2,2,Data Scientist
Biology,3.68,"Leadership,Statistics,Communication,Design",1,5,1,Product Manager
Psychology,2.65,"Python,Leadership",3,0,1,Software Engineer
Business,3.9,"Data Analysis,Python,Communication,Leadership,Design",3,0,2,Data Scientist
Business,2.9,"Communication,Data Analysis,Statistics",3,2,0,ML Engineer
Engineering,3.32,"Leadership,Project Management",3,6,0,Software Engineer
Engineering,2.83,"Project Management,Python",2,6,0,Software Engineer
Business,2.21,"Leadership,Python",2,7,0,Software Engineer
Computer Science,3.3,"Statistics,Project Management",1,6,2,Data Scientist
Mathematics,2.11,"Design,Leadership,Python,Java,Communication",2,7,1,Software Engineer
Biology,2.27,"Statistics,Java,Leadership,Design",0,0,0,Consultant
Engineering,2.91,"Statistics,Data Analysis,Java,Project Management",4,5,0,Software Engineer
Biology,3.73,"Java,Leadership,Python",3,2,0,Software Engineer
Computer Science,3.28,"Project Management,Statistics,Design",1,0,2,UX Researcher
Psychology,2.11,"Data Analysis,Leadership,Python,Java",1,4,1,Data Scientist
Engineering,3.78,"Java,Design",1,0,0,Software Engineer
Psychology,3.14,"Data Analysis,Project Management,Java,Design",3,5,1,Software Engineer
Mathematics,3.72,"Java,Communication,Leadership,Project Management,Data Analysis",3,6,0,Software Engineer
Business,3.74,"Java,Project Management,Statistics,Leadership,Data Analysis",2,1,1,Software Engineer
Biology,3.69,"Leadership,Design,Project Management,Statistics,Data Analysis",0,0,1,UX Researcher
Business,3.97,"Python,Design",1,4,2,Software Engineer
Engineering,2.59,"Design,Python",2,2,1,Software Engineer
Biology,3.77,"Data Analysis,Statistics",1,5,0,ML Engineer
Biology,3.06,"Python,Statistics,Leadership,Project Management,Communication",0,4,3,Software Engineer
Computer Science,2.37,"Statistics,Java",2,4,2,Software Engineer
Computer Science,2.86,"Java,Communication,Design,Python",2,0,2,Software Engineer
Mathematics,2.89,"Leadership,Java,Project Management",0,1,1,Software Engineer
Psychology,2.1,"Leadership,Communication",1,2,3,Product Manager
Engineering,3.89,"Communication,Java,Project Management,Data Analysis,Design",4,5,3,Software Engineer
Biology,2.32,"Python,Statistics,Design,Communication",2,2,0,Software Engineer
Mathematics,3.59,"Java,Design,Leadership,Data Analysis",3,8,0,Software Engineer
Biology,3.71,"Project Management,Python,Communication,Statistics",2,9,1,Software Engineer
Business,2.47,"Python,Java,Data Analysis,Project Management,Statistics",3,9,3,ML Engineer
Business,2.45,"Statistics,Java",1,3,3,Software Engineer
Mathematics,3.67,"Statistics,Communication,Leadership,Design",0,3,1,Product Manager
Biology,2.29,"Java,Data Analysis,Communication",4,2,2,Software Engineer
Computer Science,3.99,"Project Management,Python,Java",4,3,1,Software Engineer
Engineering,2.51,"Data Analysis,Java,Statistics,Design",4,2,2,UX Researcher
Psychology,2.92,"Project Management,Design",3,0,0,UX Researcher
Engineering,2.56,"Leadership,Java,Communication,Python",0,9,2,Software Engineer
Engineering,2.65,"Python,Communication,Java,Project Management",1,7,2,Software Engineer
Psychology,3.83,"Python,Data Analysis,Communication,Statistics",0,2,2,ML Engineer
Mathematics,3.35,"Leadership,Project Management,Python,Statistics,Java",2,4,3,Software Engineer
Business,3.44,"Java,Communication,Design,Project Management,Data Analysis",4,5,0,Software Engineer
Engineering,2.62,"Communication,Data Analysis",2,9,2,Software Engineer
Psychology,2.85,"Data Analysis,Project Management,Communication,Leadership,Statistics",2,5,3,Product Manager
Business,2.68,"Java,Leadership,Design,Project Management,Communication",0,1,3,Software Engineer
Computer Science,2.77,"Java,Python,Communication,Data Analysis",1,3,2,UX Researcher
Business,3.16,"Java,Python",2,8,2,Consultant
Psychology,3.68,"Leadership,Java,Statistics,Python",4,5,2,Software Engineer
Biology,2.28,"Design,Communication,Data Analysis,Leadership",4,9,2,Product Manager
Engineering,3.35,"Leadership,Design,Communication,Java",3,6,0,Software Engineer
Computer Science,2.18,"Project Management,Java,Statistics,Python",2,7,2,Software Engineer
Biology,2.39,"Java,Project Management,Data Analysis",3,4,1,Software Engineer
Psychology,3.2,"Communication,Leadership,Design,Data Analysis",2,8,2,Product Manager
Psychology,3.31,"Project Management,Java",3,2,3,Software Engineer
Engineering,2.35,"Python,Communication,Java",4,8,1,Software Engineer
Psychology,2.05,"Project Management,Java,Communication",1,1,0,Software Engineer
Business,2.49,"Communication,Design,Statistics",1,4,1,UX Researcher
Psychology,2.51,"Leadership,Java",3,4,2,Software Engineer
Biology,3.57,"Statistics,Design",1,5,0,UX Researcher
Mathematics,3.22,"Data Analysis,Project Management,Communication,Java",3,9,0,Software Engineer
Biology,3.75,"Data Analysis,Statistics",1,7,1,Data Scientist
Business,3.84,"Python,Leadership",3,4,0,Software Engineer
Biology,3.31,"Leadership,Statistics,Data Analysis",3,4,0,Consultant
Biology,2.12,"Communication,Leadership",1,1,3,Product Manager
Business,3.95,"Statistics,Communication",3,3,1,Data Scientist
Mathematics,2.64,"Leadership,Design,Statistics,Data Analysis,Project Management",0,7,1,UX Researcher
Biology,2.81,"Data Analysis,Java,Statistics,Design,Leadership",4,2,0,Software Engineer
Mathematics,2.84,"Design,Leadership,Statistics",0,9,1,ML Engineer
Biology,3.99,"Leadership,Java,Communication",3,1,0,Software Engineer
Biology,2.62,"Design,Python",4,0,2,Software Engineer
Engineering,3.61,"Java,Python",1,7,1,Software Engineer
Psychology,3.89,"Data Analysis,Project Management,Python,Communication,Design",0,2,2,Data Scientist
Computer Science,2.31,"Statistics,Java,Communication",0,0,0,Software Engineer
Mathematics,2.91,"Python,Communication,Project Management,Data Analysis,Leadership",3,0,3,Product Manager
Computer Science,2.48,"Communication,Statistics,Java",2,9,3,Software Engineer
Biology,2.43,"Project Management,Java,Data Analysis",0,2,3,ML Engineer
Engineering,3.64,"Python,Communication",4,7,2,Software Engineer
Business,2.04,"Python,Data Analysis,Project Management,Communication",2,2,3,Data Scientist
